",""GeneID"",""Length"""
4131,5024,1349
4132,10394,869
4133,5553,857
4134,29015,2822
4135,349667,1263
4136,8501,2498
4137,26519,674
4138,219537,1649
4139,9246,1392
4140,710,1983
4141,100507106,3132
4142,406919,89
4143,219539,1722
4144,10978,1846
4145,25921,4560
4146,219541,1515
4147,51075,1745
4148,280636,1294
4149,643376,3048
4150,1500,6350
4151,219952,954
4152,219954,945
4153,219956,2157
4154,219957,1085
4155,219958,978
4156,219959,978
4157,219960,1037
4158,81341,1469
4159,219965,945
4160,441608,945
4161,390190,1049
4162,390191,1054
4163,219968,930
4164,9404,2037
4165,386607,3544
4166,80829,5217
4167,1270,1894
4168,10249,2476
4169,219970,1380
4170,283194,2603
4171,92292,2068
4172,100506773,1584
4173,643637,1072
4174,374393,3561
4175,63901,3942
4176,23220,5795
4177,219972,4512
4178,341112,435
4179,390195,936
4180,219981,975
4181,219982,948
4182,219983,945
4183,390197,936
4184,219986,936
4185,390199,945
4186,5007,5083
4187,100422880,82
4188,100507411,792
4189,219988,4130
4190,390201,930
4191,6809,6475
4192,54948,1182
4193,2694,1513
4194,6947,1567
4195,255649,1482
4196,219990,1633
4197,932,1655
4198,2206,3648
4199,64231,2067
4200,643680,879
4201,51338,1651
4202,245802,660
4203,58475,3009
4204,84689,3353
4205,64232,722
4206,931,3594
4207,54860,1167
4208,503497,928
4209,283197,852
4210,83661,1353
4211,728588,870
4212,219995,1959
4213,341116,2296
4214,79080,2015
4215,11251,2910
4216,22917,1972
4217,27339,2341
4218,79073,2388
4219,54972,3520
4220,51296,2116
4221,923,3289
4222,921,3158
4223,55048,2692
4224,643834,1396
4225,643847,1395
4226,5222,1398
4227,220001,3536
4228,1642,4338
4229,26007,4241
4230,220002,3372
4231,51524,1844
4232,51259,1309
4233,79869,3767
4234,54949,1219
4235,220004,1539
4236,390205,2219
4237,9066,4532
4238,113157,3525
4239,747,5752
4240,745,5983
4241,26070,936
4242,100507482,588
4243,746,411
4244,693196,67
4245,2237,2249
4246,3992,4420
4247,100302263,80
4248,9415,3149
4249,3995,1779
4250,5866,2284
4251,7439,3380
4252,100507502,1756
4253,2495,1229
4254,100507521,785
4255,3619,4146
4256,10648,429
4257,4246,521
4258,10647,438
4259,4250,502
4260,404552,434
4261,80150,2419
4262,7356,452
4263,79026,19263
4264,1937,1538
4265,64852,2826
4266,9219,3060
4267,256364,3255
4268,6094,1878
4269,26229,1442
4270,23193,3923
4271,80789,3285
4272,79081,1320
4273,751071,1382
4274,692158,149
4275,790955,640
4276,51035,1289
4277,221091,2414
4278,26580,2555
4279,2785,903
4280,221092,2988
4281,283237,1139
4282,79842,2974
4283,5436,837
4284,10629,2016
4285,374395,1043
4286,79064,937
4287,10482,4147
4288,6811,1794
4289,54663,1367
4290,26855,138
4291,23642,1118
4292,9304,126
4293,9298,68
4294,9299,70
4295,9297,65
4296,9300,75
4297,9301,72
4298,9302,75
4299,9303,67
4300,6520,2605
4301,1128,2823
4302,9356,2196
4303,9376,2184
4304,283238,2098
4305,387601,1644
4306,387775,2574
4307,114571,2327
4308,117245,3113
4309,85329,2302
4310,5920,765
4311,54979,742
4312,11145,1427
4313,25923,2256
4314,10313,4976
4315,65998,5582
4316,144097,1961
4317,2011,5179
4318,283248,2604
4319,79829,3348
4320,1351,507
4321,55611,2502
4322,28992,1257
4323,23769,3247
4324,10963,2201
4325,83706,2552
4326,83707,1062
4327,84304,1118
4328,3338,1285
4329,7423,1118
4330,2286,935
4331,26472,987
4332,100507590,376
4333,5331,5728
4334,572,1224
4335,56834,2667
4336,50801,1810
4337,25858,744
4338,2101,2221
4339,51504,583
4340,25824,884
4341,283234,4920
4342,8986,3137
4343,100302280,102
4344,55867,2512
4345,116085,3206
4346,9379,7400
4347,10235,2582
4348,5837,3616
4349,7536,4227
4350,5871,2955
4351,4221,3646
4352,55561,4940
4353,10938,3457
4354,406967,110
4355,406970,85
4356,23130,6373
4357,5526,2750
4358,170589,747
4359,283129,843
4360,100507609,487
4361,116071,2140
4362,402,978
4363,29907,1909
4364,29901,1567
4365,10004,2687
4366,113130,2576
4367,7542,1386
4368,100130348,402
4369,738,2510
4370,7108,1586
4371,741,1296
4372,2197,575
4373,740,2089
4374,84447,3051
4375,387778,882
4376,728975,1806
4377,823,3007
4378,440044,2892
4379,23649,2477
4380,10435,1981
4381,5977,2409
4382,220359,1968
4383,283130,2286
4384,83786,3752
4385,283131,3735
4386,693197,100
4387,100507645,748
4388,378938,8708
4389,57410,2649
4390,4054,4702
4391,10534,654
4392,23625,1458
4393,254102,5180
4394,10089,1563
4395,4296,3573
4396,399909,6566
4397,6494,3706
4398,5970,2578
4399,10524,2314
4400,84153,2785
4401,91056,4450
4402,5017,2993
4403,100507675,685
4404,254122,1705
4405,1072,1260
4406,80198,2400
4407,30008,2003
4408,1521,1296
4409,9158,1450
4410,11007,1232
4411,8061,1668
4412,83638,1560
4413,10589,1005
4414,254187,1726
4415,9092,3601
4416,84285,2836
4417,8815,1152
4418,1474,609
4419,117144,2619
4420,89792,3320
4421,10992,2894
4422,55690,4488
4423,64837,3269
4424,81876,1955
4425,254263,1330
4426,10897,1121
4427,256472,2530
4428,57124,2558
4429,9610,2684
4430,25855,1437
4431,11041,2070
4432,3177,2515
4433,100505504,948
4434,266743,3302
4435,65003,1686
4436,100505524,348
4437,246330,2744
4438,100505554,943
4439,10072,2687
4440,582,3370
4441,254359,1317
4442,89,2857
4443,8722,2014
4444,55231,2915
4445,9973,1032
4446,10432,5415
4447,100505578,1613
4448,5936,1644
4449,83759,1723
4450,6712,7867
4451,79703,2323
4452,9986,1471
4453,5091,4241
4454,78999,2528
4455,100423029,73
4456,254439,1185
4457,91683,3718
4458,29984,1133
4459,22992,7380
4460,100505593,1308
4461,156,3444
4462,338692,2277
4463,54961,2878
4464,100130987,850
4465,57804,953
4466,23529,1973
4467,5883,2122
4468,5499,1503
4469,374403,1705
4470,57571,3969
4471,6199,1770
4472,5790,907
4473,57175,1950
4474,390212,1429
4475,57010,4020
4476,80194,922
4477,9049,1233
4478,9600,4226
4479,10263,1378
4480,51475,957
4481,2950,958
4482,100505621,2431
4483,4723,1631
4484,390213,434
4485,254552,809
4486,347853,1548
4487,91703,1300
4488,222,2689
4489,645332,1859
4490,81622,2315
4491,221,2930
4492,4728,804
4493,10312,3020
4494,1119,2717
4495,51111,5825
4496,53838,2102
4497,4041,5128
4498,55291,5229
4499,51083,778
4500,9633,5103
4501,1374,5485
4502,219927,709
4503,3508,3954
4504,116512,966
4505,116535,2284
4506,219931,5026
4507,100422846,83
4508,26579,2287
4509,100505834,2395
4510,595,4289
4511,220064,2528
4512,9965,2137
4513,2249,1220
4514,2248,1548
4515,100127946,759
4516,100009613,1006
4517,55107,5068
4518,8772,1853
4519,8500,5410
4520,100313770,116
4521,2017,3281
4522,22941,10635
4523,220070,1683
4524,1717,2665
4525,55191,2433
4526,440050,898
4527,57830,1183
4528,3846,1188
4529,387273,1058
4530,440051,1021
4531,55199,2192
4532,100131539,909
4533,245911,222
4534,100133315,1245
4535,100129216,213
4536,55298,2744
4537,10068,2282
4538,4926,7182
4539,100422953,75
4540,220074,5522
4541,55004,1179
4542,25906,882
4543,2352,845
4544,2348,1250
4545,2350,1131
4546,3636,4718
4547,401,1699
4548,81570,3116
4549,5138,4692
4550,406931,68
4551,116985,5646
4552,100506020,2335
4553,10809,1988
4554,89849,2145
4555,9873,4490
4556,100506045,677
4557,5029,2860
4558,5031,2873
4559,100287837,1695
4560,9828,7813
4561,84957,3643
4562,23201,1767
4563,58473,2892
4564,5870,3514
4565,51642,980
4566,51287,817
4567,80227,1585
4568,374407,1875
4569,7351,1646
4570,7352,3485
4571,26005,6282
4572,51400,2453
4573,283208,2269
4574,283209,8501
4575,10008,3070
4576,387787,960
4577,100287896,2128
4578,10714,3430
4579,25884,1678
4580,254225,7823
4581,143570,5001
4582,9789,2708
4583,10825,2748
4584,341152,963
4585,11309,4442
4586,100507050,1737
4587,408,2204
4588,442900,95
4589,6188,841
4590,6079,148
4591,114599,146
4592,283212,1938
4593,81544,3174
4594,871,2204
4595,4135,5596
4596,80168,1005
4597,84649,2452
4598,100506113,818
4599,7405,5166
4600,7481,1927
4601,5612,3190
4602,100506127,1764
4603,56946,5511
4604,2615,4446
4605,390226,2799
4606,25987,2710
4607,55331,4387
4608,192134,2513
4609,726,4393
4610,4975,492
4611,4647,7746
4612,220032,2533
4613,5058,3479
4614,282679,2153
4615,1207,1373
4616,51773,5134
4617,28971,504
4618,92105,3149
4619,65987,1671
4620,7069,1174
4621,4718,2472
4622,79053,1743
4623,100289388,2196
4624,283219,3378
4625,57558,4311
4626,9846,6236
4627,100506220,575
4628,79731,2510
4629,26011,13548
4630,100126333,88
4631,100422823,96
4632,220382,1861
4633,5547,2206
4634,220042,3565
4635,27314,1602
4636,100379250,135
4637,100506233,951
4638,100506259,734
4639,51585,5913
4640,100506282,1168
4641,338699,2562
4642,60492,1574
4643,1740,8835
4644,55863,1336
4645,84233,818
4646,58487,7575
4647,220388,2428
4648,54843,7576
4649,100506308,2387
4650,220047,2345
4651,8301,3873
4652,8726,2404
4653,51501,1347
4654,60494,2781
4655,10873,2579
4656,11098,3806
4657,100506355,5323
4658,8322,7383
4659,100506368,1212
4660,65084,9080
4661,23682,1408
4662,100423040,92
4663,1075,7623
4664,2915,8023
4665,7299,2065
4666,50507,4677
4667,219595,1974
4668,390231,1353
4669,57093,2163
4670,642414,1356
4671,642446,1533
4672,399939,1474
4673,729384,1651
4674,120146,1533
4675,399940,1620
4676,642569,1730
4677,642612,2137
4678,642623,1182
4679,10003,3196
4680,26973,3385
4681,100302228,82
4682,120114,19048
4683,4544,1662
4684,120103,2465
4685,159989,2666
4686,56935,976
4687,85459,8044
4688,619383,353
4689,100506644,1063
4690,684959,134
4691,692063,121
4692,692075,71
4693,677792,130
4694,654320,139
4695,692072,73
4696,677805,132
4697,100302240,91
4698,677822,127
4699,79101,1312
4700,28970,2390
4701,9440,3497
4702,387804,603
4703,341208,5951
4704,24145,2769
4705,390243,732
4706,10888,4282
4707,4361,5248
4708,100302275,86
4709,54851,1905
4710,643037,604
4711,2526,6048
4712,143689,3199
4713,154810,8999
4714,51503,1575
4715,55693,2974
4716,390245,2339
4717,10929,4333
4718,23052,4693
4719,143686,1987
4720,100129203,1348
4721,143684,3951
4722,9702,3158
4723,8898,4862
4724,84441,5428
4725,100131541,1133
4726,100422991,89
4727,79780,2730
4728,8690,3570
4729,53942,4164
4730,143872,4752
4731,83935,1856
4732,5241,13037
4733,7225,4612
4734,253935,2368
4735,57562,7043
4736,85016,2264
4737,10413,5692
4738,330,5229
4739,329,3743
4740,114908,3590
4741,727869,722
4742,4316,1119
4743,9313,1956
4744,64066,1647
4745,4317,3056
4746,4319,1759
4747,100288077,2642
4748,4312,2055
4749,4314,1828
4750,4321,1876
4751,4322,2719
4752,84259,12732
4753,79659,13699
4754,80310,3993
4755,414301,2615
4756,100506742,1565
4757,643733,619
4758,837,1418
4759,838,1488
4760,834,1357
4761,114769,758
4762,440068,466
4763,59082,660
4764,2893,7590
4765,84437,4087
4766,143879,4231
4767,60496,2861
4768,2977,2954
4769,143884,3280
4770,91801,4067
4771,55531,2991
4772,643923,972
4773,6588,730
4774,54733,3170
4775,54734,1782
4776,8065,6387
4777,38,2138
4778,4863,5938
4779,472,13147
4780,160140,1033
4781,143888,4311
4782,23086,10618
4783,1662,3193
4784,100049615,375
4785,399947,5937
4786,85463,8807
4787,5962,4490
4788,2230,3219
4789,57569,6189
4790,341032,1052
4791,399948,5499
4792,120376,1414
4793,5450,3032
4794,644277,1992
4795,100506852,1091
4796,54766,999
4797,407041,84
4798,407042,77
4799,399949,795
4800,143903,2066
4801,23235,5681
4802,5519,5877
4803,79796,6666
4804,91893,3038
4805,64776,984
4806,1410,691
4807,3316,841
4808,91894,1140
4809,85458,6383
4810,1737,4346
4811,120379,1456
4812,55216,3741
4813,26521,1155
4814,6392,1365
4815,3606,1145
4816,56158,1144
4817,83875,3005
4818,5805,935
4819,349633,1541
4820,100506870,1792
4821,4684,8423
4822,100506886,813
4823,100288346,713
4824,54970,2315
4825,255239,2543
4826,1813,2699
4827,100422855,66
4828,80975,2210
4829,9183,2884
4830,644672,690
4831,57646,4632
4832,9177,1817
4833,3359,2411
4834,7704,2426
4835,4837,1578
4836,100506941,477
4837,54494,647
4838,10179,1917
4839,25996,1161
4840,120400,1888
4841,54827,2163
4842,120406,1778
4843,23705,4307
4844,100506958,529
4845,283143,2245
4846,84811,2206
4847,8882,1778
4848,116519,1932
4849,337,1460
4850,345,533
4851,335,897
4852,23387,6069
4853,5049,6305
4854,100506982,1141
4855,51092,3919
4856,6876,1557
4857,9159,3484
4858,257160,2734
4859,23621,5835
4860,22897,5628
4861,100129201,282
4862,57453,6899
4863,100507028,2874
4864,486,2832
4865,53826,2359
4866,84000,3391
4867,3587,3786
4868,56649,3535
4869,6330,4819
4870,6327,4922
4871,120425,2412
4872,196264,983
4873,10205,3188
4874,916,1513
4875,915,741
4876,917,1311
4877,9354,6122
4878,10632,1391
4879,84796,2066
4880,4297,14982
4881,143941,679
4882,84866,3010
4883,56912,1875
4884,372,4016
4885,23187,5804
4886,11181,1853
4887,1656,6227
4888,643,3032
4889,283149,7740
4890,7379,934
4891,283150,1153
4892,338657,1202
4893,649946,641
4894,6230,492
4895,51399,1200
4896,2542,2777
4897,10525,4611
4898,55823,3222
4899,3145,1601
4900,3014,1594
4901,1798,2142
4902,9854,3344
4903,25988,2300
4904,64137,3936
4905,79671,3744
4906,79849,2363
4907,283152,767
4908,867,11227
4909,4162,3332
4910,79102,2786
4911,83552,3917
4912,114902,3917
4913,9099,4067
4914,100499227,1156
4915,7070,2397
4916,5818,6114
4917,100507077,480
4918,23650,3019
4919,729173,2081
4920,220323,1862
4921,25833,2965
4922,219902,886
4923,23365,9501
4924,2900,2871
4925,219899,4041
4926,7007,6468
4927,6309,7157
4928,6653,10924
4929,100507165,659
4930,100507145,2094
4931,399959,3082
4932,406911,88
4933,414899,862
4934,406882,72
4935,406892,80
4936,84959,6903
4937,56253,2422
4938,79864,3615
4939,390259,702
4940,341056,2046
4941,3312,2261
4942,85391,80
4943,85390,87
4944,85389,88
4945,79827,2643
4946,100507215,397
4947,100128242,1094
4948,57476,2761
4949,55800,6066
4950,7753,4055
4951,390260,939
4952,390261,942
4953,338661,1098
4954,338662,945
4955,219875,957
4956,219874,972
4957,219873,996
4958,390264,936
4959,219870,936
4960,219869,936
4961,390265,936
4962,4013,4057
4963,26492,915
4964,26494,865
4965,219865,1041
4966,283159,927
4967,283160,936
4968,26595,942
4969,390271,942
4970,283162,930
4971,26493,936
4972,219858,933
4973,390275,981
4974,116337,1600
4975,84897,5162
4976,54414,2839
4977,53340,940
4978,4900,1218
4979,23584,1121
4980,90952,1869
4981,79684,2225
4982,100130428,830
4983,100507283,3290
4984,64221,4554
4985,54538,3837
4986,220296,3546
4987,641654,1428
4988,80071,3893
4989,219855,4196
4990,219854,2104
4991,63876,3730
4992,9638,2941
4993,403312,591
4994,9538,2261
4995,3703,2803
4996,1111,3235
4997,56,1324
4998,160065,1508
4999,399967,1640
5000,100169851,1336
5001,399968,1986
5002,219844,2518
5003,83480,1844
5004,29118,1822
5005,338667,2580
5006,50937,8047
5007,84881,2512
5008,79607,2090
5009,6734,3092
5010,55572,1951
5011,114609,2485
5012,28960,1479
5013,100507348,327
5014,399972,753
5015,6484,1743
5016,84623,4254
5017,100422918,85
5018,2113,5541
5019,100507392,1298
5020,2313,4286
5021,3758,2836
5022,3762,2912
5023,219833,3624
5024,63970,2659
5025,9743,10446
5026,8538,1767
5027,120224,2207
5028,4798,5226
5029,56980,6574
5030,440072,2863
5031,334,3812
5032,6768,3300
5033,29068,9342
5034,11095,3663
5035,170689,5676
5036,283171,3545
5037,100507431,1450
5038,399979,6078
5039,50863,4188
5040,100507450,423
5041,4978,6545
5042,100128095,1050
5043,219938,866
5044,283174,5306
5045,646543,904
5046,22997,7309
5047,100128239,2299
5048,83700,3665
5049,23310,5605
5050,100507510,448
5051,112936,3669
5052,29087,1321
5053,27034,2204
5054,112937,2944
5055,89944,3155
5056,100130507,3849
5057,27087,3656
5058,283177,2737
5059,100507548,1442
5060,100288778,1221
5061,100507301,402
5062,100302090,390
5063,677784,1128
5064,440073,7395
5065,574538,2907
5066,6539,3814
5067,6540,3086
5068,5927,10835
5069,84318,2506
5070,283358,3438
5071,4815,1062
5072,100049716,2653
5073,65125,11946
5074,5893,2673
5075,100130219,2331
5076,23085,9537
5077,100292680,2244
5078,144699,2111
5079,81029,2311
5080,79602,3965
5081,93589,5343
5082,654429,3989
5083,100271702,2352
5084,196513,2092
5085,775,14169
5086,100507402,1741
5087,283440,571
5088,2288,3743
5089,55846,2362
5090,83714,2777
5091,100507424,1602
5092,2305,3626
5093,83695,1886
5094,7289,3106
5095,7004,2161
5096,10867,4351
5097,100128253,2454
5098,100129223,5979
5099,56341,2343
5100,100128816,1695
5101,84766,3787
5102,57097,4492
5103,100507492,719
5104,100507511,588
5105,894,6522
5106,57103,8229
5107,8074,3018
5108,2251,744
5109,57102,3819
5110,10635,2269
5111,8798,1845
5112,10566,3020
5113,4704,1609
5114,26290,2135
5115,3742,5978
5116,3736,7983
5117,100507560,725
5118,3741,2865
5119,100507576,466
5120,100507271,345
5121,4908,1397
5122,57101,3717
5123,7450,8833
5124,928,1231
5125,55200,3580
5126,7132,2226
5127,6337,3822
5128,4055,2107
5129,678655,2364
5130,939,1320
5131,55080,1818
5132,6843,3139
5133,51258,677
5134,9918,4806
5135,692148,330
5136,2597,1310
5137,25900,2831
5138,4839,2729
5139,1108,6497
5140,100127974,2196
5141,677780,137
5142,57121,2920
5143,84519,1886
5144,51147,1448
5145,171017,3876
5146,196500,2170
5147,50813,2305
5148,8079,1923
5149,5763,1150
5150,3902,1992
5151,920,3977
5152,27239,2516
5153,10536,2637
5154,2784,1923
5155,83461,1170
5156,8078,3191
5157,7167,1856
5158,84727,1288
5159,283345,634
5160,171220,1057
5161,10233,1800
5162,2026,2423
5163,1822,4419
5164,100147744,63
5165,113246,543
5166,5777,2552
5167,100507644,350
5168,406985,68
5169,406933,95
5170,11331,1443
5171,677777,270
5172,10436,1071
5173,10162,2297
5174,716,2811
5175,715,2268
5176,51279,3398
5177,283314,5272
5178,83758,940
5179,9746,4013
5180,5830,4314
5181,341392,1743
5182,283316,4583
5183,9332,4193
5184,339,892
5185,9573,1224
5186,359787,1040
5187,170482,1314
5188,360030,907
5189,79923,2098
5190,144195,2195
5191,6515,3938
5192,55810,5482
5193,719,1955
5194,25977,2593
5195,50856,1281
5196,642559,1084
5197,440077,3438
5198,440078,3266
5199,55138,2516
5200,643856,457
5201,653113,2143
5202,389634,662
5203,93978,1613
5204,338339,1936
5205,26253,2158
5206,57379,2794
5207,8076,2882
5208,57494,5830
5209,100506112,1013
5210,144568,5190
5211,1911,5179
5212,4074,2454
5213,10219,1791
5214,253128,2210
5215,144571,2187
5216,2,4653
5217,5858,4610
5218,100422885,85
5219,100499405,2469
5220,642846,3499
5221,728715,676
5222,440081,3909
5223,408186,4119
5224,3820,740
5225,374443,2612
5226,29121,5249
5227,160365,635
5228,969,2495
5229,51348,1242
5230,9976,2038
5231,100431172,731
5232,387836,916
5233,100506159,972
5234,160364,1555
5235,51266,972
5236,387837,3500
5237,283420,1673
5238,51267,1779
5239,64581,2732
5240,4973,2516
5241,120939,2789
5242,23710,1870
5243,3824,3355
5244,22914,1576
5245,8302,928
5246,3823,1145
5247,3822,1221
5248,3821,1724
5249,100506182,1222
5250,10748,2208
5251,55110,2579
5252,55359,2995
5253,8531,1974
5254,100506226,752
5255,50837,1096
5256,50836,930
5257,50835,1075
5258,50839,924
5259,11272,993
5260,5554,1203
5261,50838,1637
5262,5555,4323
5263,50840,954
5264,259296,1000
5265,259295,1914
5266,259294,900
5267,259290,1021
5268,259292,930
5269,259289,1027
5270,259293,960
5271,353164,945
5272,5544,1092
5273,5545,915
5274,5542,1173
5275,653247,1428
5276,338817,3673
5277,2120,5989
5278,79370,2233
5279,100506248,321
5280,100422872,85
5281,4040,10085
5282,54682,2297
5283,503693,1538
5284,118426,2085
5285,80824,6312
5286,1389,3748
5287,2842,1743
5288,1027,2413
5289,81575,4826
5290,693198,95
5291,51202,1817
5292,387841,660
5293,9052,2851
5294,693199,90
5295,55507,1038
5296,50865,1209
5297,100506314,1743
5298,93164,4389
5299,57613,4711
5300,83445,2356
5301,2012,2804
5302,283422,3202
5303,2904,5941
5304,55729,4661
5305,79887,1932
5306,2984,3844
5307,121504,412
5308,55766,3667
5309,51729,2674
5310,144608,1127
5311,440087,2104
5312,420,1371
5313,4256,1473
5314,121506,1536
5315,397,1216
5316,5149,747
5317,85004,2325
5318,5800,6402
5319,2059,4082
5320,11171,1907
5321,51071,1724
5322,729025,2923
5323,4257,1140
5324,55885,3882
5325,100506332,513
5326,79785,1134
5327,5288,4844
5328,89869,2075
5329,93661,1078
5330,54477,4761
5331,121536,5660
5332,100506393,526
5333,5139,4124
5334,53919,3578
5335,28234,2712
5336,338821,1923
5337,10599,2787
5338,6579,7871
5339,3375,1976
5340,79912,4126
5341,5965,3779
5342,51026,3272
5343,80763,583
5344,2998,3132
5345,3945,1600
5346,3764,2381
5347,10060,8463
5348,55907,1741
5349,6489,9714
5350,9847,4408
5351,55500,7306
5352,6660,4714
5353,100126320,75
5354,144360,1710
5355,586,10227
5356,56286,631
5357,196415,1516
5358,645177,2091
5359,4033,2809
5360,55259,2700
5361,144363,1135
5362,3845,5421
5363,160492,2491
5364,100422897,60
5365,100506451,3805
5366,11228,6950
5367,100506529,409
5368,79365,3780
5369,8082,4729
5370,3709,12568
5371,55726,2976
5372,26127,3150
5373,51768,4346
5374,9412,1753
5375,728858,966
5376,23012,5098
5377,56938,1930
5378,341346,1272
5379,8496,6199
5380,387849,1139
5381,60488,1897
5382,100287284,1095
5383,57542,6469
5384,5744,2639
5385,55297,2335
5386,55711,2095
5387,100506606,2383
5388,51290,1777
5389,341350,3420
5390,83857,9193
5391,10526,5690
5392,65981,4485
5393,100287314,2533
5394,441631,5562
5395,100506660,2321
5396,1663,3927
5397,144203,4185
5398,58516,3158
5399,79857,1630
5400,160518,9391
5401,254013,2381
5402,196394,2110
5403,440093,1057
5404,55196,6230
5405,636,3589
5406,121512,8295
5407,10059,4612
5408,51067,2179
5409,5318,4439
5410,341359,3286
5411,84920,3128
5412,100130830,939
5413,144245,10074
5414,144402,3461
5415,55605,6641
5416,225,5341
5417,283461,2789
5418,114134,7003
5419,120892,9225
5420,100506072,21684
5421,283463,770
5422,1272,3427
5423,29951,4094
5424,100506577,551
5425,283464,7489
5426,10138,9146
5427,85437,1844
5428,51535,4585
5429,144165,4798
5430,100506684,1003
5431,80070,5733
5432,83448,4399
5433,51135,4341
5434,5756,3045
5435,84216,2697
5436,4753,4234
5437,440097,2722
5438,83956,2794
5439,51054,1839
5440,196527,7090
5441,400027,2202
5442,196528,8466
5443,9169,7596
5444,81539,8487
5445,54407,4884
5446,100288798,457
5447,55089,3983
5448,347902,3951
5449,100233209,2502
5450,91523,2075
5451,79657,3687
5452,8909,2460
5453,10411,6602
5454,55652,3034
5455,51564,4290
5456,7421,4775
5457,79022,1588
5458,1280,5087
5459,29843,4726
5460,100505587,348
5461,5213,3823
5462,140461,2613
5463,387856,2344
5464,643162,3669
5465,121275,954
5466,341567,1300
5467,121274,4686
5468,100505923,1824
5469,23519,396
5470,121273,889
5471,341568,1080
5472,3906,728
5473,54934,2387
5474,677815,137
5475,677793,135
5476,677794,137
5477,144438,3985
5478,904,2568
5479,255411,658
5480,112,6698
5481,100506125,568
5482,784,2698
5483,9416,3267
5484,27289,1665
5485,85478,1815
5486,51303,1337
5487,377,3537
5488,7480,2369
5489,7471,2284
5490,23109,3744
5491,5571,1741
5492,8085,19419
5493,121268,1177
5494,50846,1936
5495,55716,2345
5496,100288366,1191
5497,10376,1753
5498,100289104,1364
5499,7846,1666
5500,100293962,1453
5501,84790,1553
5502,5630,1833
5503,10024,2852
5504,338761,2065
5505,79962,1839
5506,65244,3796
5507,100335030,3162
5508,23416,3853
5509,10445,1970
5510,84070,3370
5511,25766,3705
5512,91010,11192
5513,7009,3356
5514,57701,4900
5515,100286844,3088
5516,144233,3249
5517,23017,4703
5518,283332,2341
5519,359,4179
5520,362,1821
5521,363,2654
5522,29127,3459
5523,41,3916
5524,6602,3429
5525,2819,2877
5526,84987,601
5527,91012,1943
5528,51474,3961
5529,100302220,71
5530,121006,7265
5531,113251,6709
5532,57609,8715
5533,466,2505
5534,283471,1465
5535,25840,3390
5536,613227,294
5537,4891,6805
5538,25875,2132
5539,81566,4469
5540,7024,3715
5541,5463,5301
5542,9802,2823
5543,57228,1239
5544,51411,2211
5545,1990,952
5546,11226,4520
5547,9498,5969
5548,6334,7215
5549,283401,2860
5550,401720,4533
5551,728503,1573
5552,341405,1983
5553,94,4404
5554,91,4807
5555,160622,1932
5556,100506166,1410
5557,3164,2670
5558,60673,1437
5559,100506625,459
5560,144501,3894
5561,283403,1257
5562,283404,1053
5563,3855,1702
5564,3887,1910
5565,3892,2091
5566,3889,1875
5567,3891,2491
5568,3890,2073
5569,3888,2681
5570,9119,2125
5571,3854,2282
5572,286887,2289
5573,3853,2450
5574,3852,2303
5575,112802,2265
5576,121391,2788
5577,140807,2015
5578,319101,2284
5579,3849,2414
5580,3848,2451
5581,374454,3305
5582,51350,2529
5583,3850,2310
5584,3851,2576
5585,338785,2066
5586,196374,1778
5587,3856,1796
5588,3875,1535
5589,1975,4028
5590,283335,2863
5591,23371,5200
5592,84926,2932
5593,3489,966
5594,8435,2073
5595,51380,2695
5596,283337,4256
5597,3695,2771
5598,5916,3374
5599,84975,2216
5600,9700,6623
5601,5204,687
5602,60314,1215
5603,8086,1837
5604,121340,3049
5605,6667,7702
5606,269,1863
5607,54458,1195
5608,5094,3171
5609,7786,3640
5610,6895,1988
5611,8620,592
5612,11016,6721
5613,517,1287
5614,57658,3046
5615,3229,2396
5616,3228,849
5617,100124700,2333
5618,3227,2037
5619,3226,1960
5620,406973,110
5621,3225,1542
5622,3224,2290
5623,3222,2170
5624,3223,2238
5625,3221,2340
5626,693200,96
5627,440101,3942
5628,100240735,905
5629,100240734,491
5630,400043,1396
5631,23583,1570
5632,23468,11868
5633,3178,1925
5634,100506653,965
5635,4778,1865
5636,22818,1897
5637,442892,99
5638,53831,1509
5639,25946,2469
5640,100506666,729
5641,3678,4250
5642,121355,812
5643,3071,3945
5644,5153,3724
5645,5502,1834
5646,644076,781
5647,90070,508
5648,117159,517
5649,118430,492
5650,9840,2075
5651,58158,3956
5652,441639,1008
5653,121364,951
5654,254783,939
5655,283365,945
5656,390321,939
5657,254786,936
5658,390323,939
5659,403282,939
5660,390326,939
5661,341416,939
5662,390327,939
5663,403284,954
5664,341418,930
5665,121130,942
5666,196410,1506
5667,3679,4415
5668,2647,572
5669,5959,1337
5670,967,1017
5671,100506701,1443
5672,10220,4260
5673,84324,1308
5674,29095,1334
5675,85406,3330
5676,440104,3502
5677,4327,3254
5678,84305,1276
5679,1606,3055
5680,6490,2126
5681,1017,2293
5682,5869,3296
5683,6821,2462
5684,64375,5451
5685,6231,682
5686,2065,5947
5687,5036,2626
5688,6171,584
5689,84872,2121
5690,23344,4277
5691,140465,869
5692,4637,754
5693,6601,5681
5694,100506719,766
5695,10193,3443
5696,79035,1401
5697,283375,2109
5698,283373,8656
5699,93058,1805
5700,1431,2976
5701,10330,1599
5702,9924,5564
5703,51561,1042
5704,6773,4551
5705,319,1689
5706,8914,5138
5707,4284,2608
5708,283377,2107
5709,27165,2623
5710,5939,8486
5711,11176,8934
